,mz.org.selv,selv-v3-fulfillment-extension,1.0.1,2021-04-02 08:07      3674,,https://repo1.maven.org/maven2/mz/org/selv/selv-v3-fulfillment-extension/1.0.1/selv-v3-fulfillment-extension-1.0.1.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.8.1,2022-01-11 18:48     32055,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.8.1/r2dbc-migrate-core-1.8.1.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.8.0,2021-11-19 13:18     32055,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.8.0/r2dbc-migrate-core-1.8.0.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.7.8,2021-11-10 23:37     32058,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.7.8/r2dbc-migrate-core-1.7.8.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.7.0,2021-05-26 23:16     32052,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.7.0/r2dbc-migrate-core-1.7.0.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.6.1,2020-12-12 12:13     32051,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.6.1/r2dbc-migrate-core-1.6.1.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.6.0,2020-11-13 21:18     30201,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.6.0/r2dbc-migrate-core-1.6.0.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.5.1,2020-10-07 00:51     30005,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.5.1/r2dbc-migrate-core-1.5.1.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.5.0,2020-09-27 11:59     30004,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.5.0/r2dbc-migrate-core-1.5.0.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.4.0,2020-09-20 02:17     29949,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.4.0/r2dbc-migrate-core-1.4.0.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.3.2,2020-07-29 19:30     28653,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.3.2/r2dbc-migrate-core-1.3.2.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.3.1,2020-07-28 08:41     28631,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.3.1/r2dbc-migrate-core-1.3.1.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.3.0,2020-07-23 23:42     28630,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.3.0/r2dbc-migrate-core-1.3.0.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.2.0,2020-07-18 22:59     25861,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.2.0/r2dbc-migrate-core-1.2.0.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.1.0,2020-07-15 15:59     25044,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.1.0/r2dbc-migrate-core-1.1.0.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.0.8,2020-07-13 03:14     24652,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.0.8/r2dbc-migrate-core-1.0.8.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.0.7,2020-06-02 15:44     23248,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.0.7/r2dbc-migrate-core-1.0.7.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.0.6,2020-05-29 21:40     23233,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.0.6/r2dbc-migrate-core-1.0.6.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.0.4,2020-05-25 21:07     23295,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.0.4/r2dbc-migrate-core-1.0.4.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.0.3,2020-05-25 17:12     23294,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.0.3/r2dbc-migrate-core-1.0.3.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.0.2,2020-05-20 12:52     23664,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.0.2/r2dbc-migrate-core-1.0.2.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.0.1,2020-05-15 09:50     23438,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.0.1/r2dbc-migrate-core-1.0.1.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,1.0.0,2020-05-15 09:21     23436,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/1.0.0/r2dbc-migrate-core-1.0.0.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.9,2020-04-03 03:23     21920,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.9/r2dbc-migrate-core-0.0.9.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.28,2020-04-10 21:49     23528,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.28/r2dbc-migrate-core-0.0.28.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.27,2020-04-10 20:49     23723,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.27/r2dbc-migrate-core-0.0.27.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.27,2020-04-10 20:49   1498246,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.27/r2dbc-migrate-core-0.0.27-shaded.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.26,2020-04-10 18:29   1498291,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.26/r2dbc-migrate-core-0.0.26.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.25,2020-04-10 17:26    428438,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.25/r2dbc-migrate-core-0.0.25.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.24,2020-04-05 17:28     24292,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.24/r2dbc-migrate-core-0.0.24.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.23,2020-04-05 13:02     24292,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.23/r2dbc-migrate-core-0.0.23.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.22,2020-04-05 11:18     23022,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.22/r2dbc-migrate-core-0.0.22.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.20,2020-04-03 13:59     23083,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.20/r2dbc-migrate-core-0.0.20.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.19,2020-04-03 10:34     23084,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.19/r2dbc-migrate-core-0.0.19.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.14,2020-04-03 08:38     23084,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.14/r2dbc-migrate-core-0.0.14.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.13,2020-04-03 05:31     21922,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.13/r2dbc-migrate-core-0.0.13.jar
,name.nkonev.r2dbc-migrate,r2dbc-migrate-core,0.0.12,2020-04-03 03:45     21923,,https://repo1.maven.org/maven2/name/nkonev/r2dbc-migrate/r2dbc-migrate-core/0.0.12/r2dbc-migrate-core-0.0.12.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql-spring-boot,0.10.5,2023-07-02 15:27      3129,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql-spring-boot/0.10.5/multipart-spring-graphql-spring-boot-0.10.5.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql-spring-boot,0.10.4,2023-07-02 15:24      3128,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql-spring-boot/0.10.4/multipart-spring-graphql-spring-boot-0.10.4.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql,1.1.4,2023-08-22 23:12     44832,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql/1.1.4/multipart-spring-graphql-1.1.4.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql,1.1.3,2023-07-09 15:38     44837,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql/1.1.3/multipart-spring-graphql-1.1.3.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql,1.1.2,2023-07-09 05:43     44859,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql/1.1.2/multipart-spring-graphql-1.1.2.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql,1.1.1,2023-07-09 05:16     44363,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql/1.1.1/multipart-spring-graphql-1.1.1.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql,1.1.0,2023-07-09 03:04     44643,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql/1.1.0/multipart-spring-graphql-1.1.0.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql,1.0.2,2023-07-09 15:52     44338,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql/1.0.2/multipart-spring-graphql-1.0.2.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql,1.0.1,2023-07-09 05:12     44363,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql/1.0.1/multipart-spring-graphql-1.0.1.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql,1.0.0,2023-07-09 02:56     44642,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql/1.0.0/multipart-spring-graphql-1.0.0.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql,0.10.7,2023-07-09 15:57     43902,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql/0.10.7/multipart-spring-graphql-0.10.7.jar
,name.nkonev.multipart-spring-graphql,multipart-spring-graphql,0.10.6,2023-07-09 02:22     43941,,https://repo1.maven.org/maven2/name/nkonev/multipart-spring-graphql/multipart-spring-graphql/0.10.6/multipart-spring-graphql-0.10.6.jar
,name.neykov,vagrant-java-bindings,0.2.0,2017-03-19 15:41     23846,,https://repo1.maven.org/maven2/name/neykov/vagrant-java-bindings/0.2.0/vagrant-java-bindings-0.2.0.jar
,name.neykov,vagrant-java-bindings,0.1.1,2017-01-26 20:52     23629,,https://repo1.maven.org/maven2/name/neykov/vagrant-java-bindings/0.1.1/vagrant-java-bindings-0.1.1.jar
,name.neykov,vagrant-java-bindings,0.1.0,2016-12-28 19:12     22667,,https://repo1.maven.org/maven2/name/neykov/vagrant-java-bindings/0.1.0/vagrant-java-bindings-0.1.0.jar
,name.neykov,vagrant-java-bindings,0.0.1,2016-09-25 14:59     20565,,https://repo1.maven.org/maven2/name/neykov/vagrant-java-bindings/0.0.1/vagrant-java-bindings-0.0.1.jar
,name.neykov,extract-tls-secrets,4.0.0,2020-04-19 08:40    833498,,https://repo1.maven.org/maven2/name/neykov/extract-tls-secrets/4.0.0/extract-tls-secrets-4.0.0.jar
,name.neykov,extract-ssl-secrets,3.0.0,2020-01-26 12:16    833501,,https://repo1.maven.org/maven2/name/neykov/extract-ssl-secrets/3.0.0/extract-ssl-secrets-3.0.0.jar
,name.neykov,extract-ssl-secrets,2.0.0,2017-02-18 21:38    790980,,https://repo1.maven.org/maven2/name/neykov/extract-ssl-secrets/2.0.0/extract-ssl-secrets-2.0.0.jar
,name.neykov,extract-ssl-secrets,1.0.0,2016-12-10 16:34    670955,,https://repo1.maven.org/maven2/name/neykov/extract-ssl-secrets/1.0.0/extract-ssl-secrets-1.0.0.jar
,name.neuhalfen.projects.crypto.bouncycastle.openpgp,bouncy-gpg,2.3.0,2020-11-20 09:50    162920,,https://repo1.maven.org/maven2/name/neuhalfen/projects/crypto/bouncycastle/openpgp/bouncy-gpg/2.3.0/bouncy-gpg-2.3.0.jar
,name.neuhalfen.projects.crypto.bouncycastle.openpgp,bouncy-gpg,2.2.0,2020-01-23 19:13    159609,,https://repo1.maven.org/maven2/name/neuhalfen/projects/crypto/bouncycastle/openpgp/bouncy-gpg/2.2.0/bouncy-gpg-2.2.0.jar
,name.mlopatkin.bitbucket,gradle-plugin,0.5-rc4,2021-11-16 07:28    676352,,https://repo1.maven.org/maven2/name/mlopatkin/bitbucket/gradle-plugin/0.5-rc4/gradle-plugin-0.5-rc4.jar
,name.mlopatkin.bitbucket,gradle-plugin,0.5-rc3,2021-11-10 03:13    685130,,https://repo1.maven.org/maven2/name/mlopatkin/bitbucket/gradle-plugin/0.5-rc3/gradle-plugin-0.5-rc3.jar
,name.mlopatkin.bitbucket,gradle-plugin,0.5,2022-04-13 20:25    676563,,https://repo1.maven.org/maven2/name/mlopatkin/bitbucket/gradle-plugin/0.5/gradle-plugin-0.5.jar
,name.mlopatkin.bitbucket,api,0.5-rc4,2021-11-16 07:28      6393,,https://repo1.maven.org/maven2/name/mlopatkin/bitbucket/api/0.5-rc4/api-0.5-rc4.jar
,name.mlopatkin.bitbucket,api,0.5-rc3,2021-11-10 03:13      6490,,https://repo1.maven.org/maven2/name/mlopatkin/bitbucket/api/0.5-rc3/api-0.5-rc3.jar
,name.mlopatkin.bitbucket,api,0.5,2022-04-13 20:25      6393,,https://repo1.maven.org/maven2/name/mlopatkin/bitbucket/api/0.5/api-0.5.jar
,name.mjw,fortranformat,1.1.1,2015-08-06 12:30     36059,,https://repo1.maven.org/maven2/name/mjw/fortranformat/1.1.1/fortranformat-1.1.1.jar
,name.mjw,FortranFormat,1.1.0,2015-08-05 23:26     36062,,https://repo1.maven.org/maven2/name/mjw/FortranFormat/1.1.0/FortranFormat-1.1.0.jar
,name.mitterdorfer.perlock,perlock-spring,0.3.1,2016-06-09 18:09      3286,,https://repo1.maven.org/maven2/name/mitterdorfer/perlock/perlock-spring/0.3.1/perlock-spring-0.3.1.jar
,name.mitterdorfer.perlock,perlock-spring,0.3.0,2014-10-06 08:54      3285,,https://repo1.maven.org/maven2/name/mitterdorfer/perlock/perlock-spring/0.3.0/perlock-spring-0.3.0.jar
,name.mitterdorfer.perlock,perlock-spring,0.2.0,2014-02-21 15:35      3213,,https://repo1.maven.org/maven2/name/mitterdorfer/perlock/perlock-spring/0.2.0/perlock-spring-0.2.0.jar
,name.mitterdorfer.perlock,perlock-core,0.3.1,2016-06-09 18:09     24442,,https://repo1.maven.org/maven2/name/mitterdorfer/perlock/perlock-core/0.3.1/perlock-core-0.3.1.jar
,name.mitterdorfer.perlock,perlock-core,0.3.0,2014-10-06 08:54     22613,,https://repo1.maven.org/maven2/name/mitterdorfer/perlock/perlock-core/0.3.0/perlock-core-0.3.0.jar
,name.mitterdorfer.perlock,perlock-core,0.2.0,2014-02-21 15:35     17467,,https://repo1.maven.org/maven2/name/mitterdorfer/perlock/perlock-core/0.2.0/perlock-core-0.2.0.jar
,name.mitterdorfer.perlock,perlock-core,0.1.0,2014-01-28 19:54     17473,,https://repo1.maven.org/maven2/name/mitterdorfer/perlock/perlock-core/0.1.0/perlock-core-0.1.0.jar
,name.lecaroz,java.swing.jocheckboxtreetable,0.0.5,2015-11-04 18:53     86552,,https://repo1.maven.org/maven2/name/lecaroz/java.swing.jocheckboxtreetable/0.0.5/java.swing.jocheckboxtreetable-0.0.5.jar
,name.lecaroz,java.swing.jocheckboxtreetable,0.0.4,2015-06-30 16:14     84733,,https://repo1.maven.org/maven2/name/lecaroz/java.swing.jocheckboxtreetable/0.0.4/java.swing.jocheckboxtreetable-0.0.4.jar
,name.lecaroz,java.swing.jocheckboxtreetable,0.0.3,2014-12-26 20:53     85508,,https://repo1.maven.org/maven2/name/lecaroz/java.swing.jocheckboxtreetable/0.0.3/java.swing.jocheckboxtreetable-0.0.3.jar
,name.lecaroz,java.swing.jocheckboxtreetable,0.0.2,2014-11-21 23:46     86218,,https://repo1.maven.org/maven2/name/lecaroz/java.swing.jocheckboxtreetable/0.0.2/java.swing.jocheckboxtreetable-0.0.2.jar
,name.lakhin.eliah.projects.papacarlo,papa-carlo_2.10,0.7.0,2014-04-26 20:38    694916,,https://repo1.maven.org/maven2/name/lakhin/eliah/projects/papacarlo/papa-carlo_2.10/0.7.0/papa-carlo_2.10-0.7.0.jar
,name.lakhin.eliah.projects.papacarlo,papa-carlo_2.10,0.6.1,2014-02-20 10:23    667667,,https://repo1.maven.org/maven2/name/lakhin/eliah/projects/papacarlo/papa-carlo_2.10/0.6.1/papa-carlo_2.10-0.6.1.jar
,name.lakhin.eliah.projects.papacarlo,papa-carlo_2.10,0.6.0,2014-02-15 21:47    665872,,https://repo1.maven.org/maven2/name/lakhin/eliah/projects/papacarlo/papa-carlo_2.10/0.6.0/papa-carlo_2.10-0.6.0.jar
,name.lakhin.eliah.projects.papacarlo,papa-carlo_2.10,0.5.0,2013-12-11 10:24    659431,,https://repo1.maven.org/maven2/name/lakhin/eliah/projects/papacarlo/papa-carlo_2.10/0.5.0/papa-carlo_2.10-0.5.0.jar
,name.lakhin.eliah.projects.papacarlo,papa-carlo_2.10,0.4.2,2013-12-04 13:05    606004,,https://repo1.maven.org/maven2/name/lakhin/eliah/projects/papacarlo/papa-carlo_2.10/0.4.2/papa-carlo_2.10-0.4.2.jar
,name.lakhin.eliah.projects.papacarlo,papa-carlo_2.10,0.4.1,2013-11-29 21:03    601002,,https://repo1.maven.org/maven2/name/lakhin/eliah/projects/papacarlo/papa-carlo_2.10/0.4.1/papa-carlo_2.10-0.4.1.jar
,name.lakhin.eliah.projects.papacarlo,papa-carlo_2.10,0.4.0,2013-11-21 20:03    588911,,https://repo1.maven.org/maven2/name/lakhin/eliah/projects/papacarlo/papa-carlo_2.10/0.4.0/papa-carlo_2.10-0.4.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.6.0,2023-10-13 08:55     36815,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.6.0/kotlinx-gettext-plugin-0.6.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.5.2,2022-12-21 12:27     36028,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.5.2/kotlinx-gettext-plugin-0.5.2.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.5.1,2022-10-13 07:07     36028,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.5.1/kotlinx-gettext-plugin-0.5.1.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.5.0,2022-09-18 11:08     36431,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.5.0/kotlinx-gettext-plugin-0.5.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.4.1-dev-1-ir,2022-11-24 14:19     36028,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.4.1-dev-1-ir/kotlinx-gettext-plugin-0.4.1-dev-1-ir.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.4.1-dev-1,2022-11-21 10:16     36028,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.4.1-dev-1/kotlinx-gettext-plugin-0.4.1-dev-1.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.4.1-1.7.10,2022-08-03 11:38     36281,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.4.1-1.7.10/kotlinx-gettext-plugin-0.4.1-1.7.10.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.4.1,2022-08-01 09:06     36325,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.4.1/kotlinx-gettext-plugin-0.4.1.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.4.0-1.7.0,2022-07-07 08:45     36281,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.4.0-1.7.0/kotlinx-gettext-plugin-0.4.0-1.7.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.4.0,2022-07-07 08:04     36325,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.4.0/kotlinx-gettext-plugin-0.4.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.3.1,2022-06-20 13:46     36335,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.3.1/kotlinx-gettext-plugin-0.3.1.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.3,2022-06-15 11:48     37749,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.3/kotlinx-gettext-plugin-0.3.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.2.3,2022-06-09 09:51     37749,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.2.3/kotlinx-gettext-plugin-0.2.3.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-plugin,0.2,2022-04-26 13:26     37606,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-plugin/0.2/kotlinx-gettext-plugin-0.2.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-jvm,0.6.0,2023-10-13 08:55     35574,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-jvm/0.6.0/kotlinx-gettext-jvm-0.6.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-jvm,0.5.2,2022-12-21 12:27     34869,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-jvm/0.5.2/kotlinx-gettext-jvm-0.5.2.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-jvm,0.5.1,2022-10-13 07:07     34863,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-jvm/0.5.1/kotlinx-gettext-jvm-0.5.1.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-jvm,0.5.0,2022-09-18 11:07     34659,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-jvm/0.5.0/kotlinx-gettext-jvm-0.5.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-jvm,0.4.1-dev-1-ir,2022-11-24 14:18     34736,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-jvm/0.4.1-dev-1-ir/kotlinx-gettext-jvm-0.4.1-dev-1-ir.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-jvm,0.4.1-dev-1,2022-11-21 10:16     34736,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-jvm/0.4.1-dev-1/kotlinx-gettext-jvm-0.4.1-dev-1.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-jvm,0.4.1-1.7.10,2022-08-03 11:38     34595,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-jvm/0.4.1-1.7.10/kotlinx-gettext-jvm-0.4.1-1.7.10.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-jvm,0.4.1,2022-08-01 09:05     34764,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-jvm/0.4.1/kotlinx-gettext-jvm-0.4.1.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-jvm,0.4.0-1.7.0,2022-07-07 08:44     33434,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-jvm/0.4.0-1.7.0/kotlinx-gettext-jvm-0.4.0-1.7.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-jvm,0.4.0,2022-07-05 09:26     33596,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-jvm/0.4.0/kotlinx-gettext-jvm-0.4.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-js,0.4.1-dev-1,2022-11-21 10:16     55681,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-js/0.4.1-dev-1/kotlinx-gettext-js-0.4.1-dev-1.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-js,0.4.1,2022-08-01 09:05     91918,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-js/0.4.1/kotlinx-gettext-js-0.4.1.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-js,0.4.0-1.7.0,2022-07-07 08:44     55277,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-js/0.4.0-1.7.0/kotlinx-gettext-js-0.4.0-1.7.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext-js,0.4.0,2022-07-05 09:26     22255,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext-js/0.4.0/kotlinx-gettext-js-0.4.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext,0.6.0,2023-10-13 08:55      5958,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext/0.6.0/kotlinx-gettext-0.6.0.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext,0.5.2,2022-12-21 12:27      5954,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext/0.5.2/kotlinx-gettext-0.5.2.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext,0.5.1,2022-10-13 07:07      5953,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext/0.5.1/kotlinx-gettext-0.5.1.jar
,name.kropp.kotlinx-gettext,kotlinx-gettext,0.5.0,2022-09-18 11:07      5954,,https://repo1.maven.org/maven2/name/kropp/kotlinx-gettext/kotlinx-gettext/0.5.0/kotlinx-gettext-0.5.0.jar
