,HTTPClient,HTTPClient,0.3-3,2005-09-21 03:35    733741,,https://repo1.maven.org/maven2/HTTPClient/HTTPClient/0.3-3/HTTPClient-0.3-3.jar
,app.softwork,postgres-native-sqldelight-driver-macosarm64,0.0.2,2022-10-05 08:50       261,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver-macosarm64/0.0.2/postgres-native-sqldelight-driver-macosarm64-0.0.2-metadata.jar
,app.softwork,postgres-native-sqldelight-driver-macosarm64,0.0.11,2023-09-18 16:51       261,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver-macosarm64/0.0.11/postgres-native-sqldelight-driver-macosarm64-0.0.11-metadata.jar
,app.softwork,postgres-native-sqldelight-driver-macosarm64,0.0.10,2023-07-31 19:34       261,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver-macosarm64/0.0.10/postgres-native-sqldelight-driver-macosarm64-0.0.10-metadata.jar
,app.softwork,postgres-native-sqldelight-driver-macosarm64,0.0.1,2022-06-25 15:00       261,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver-macosarm64/0.0.1/postgres-native-sqldelight-driver-macosarm64-0.0.1-metadata.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.9,2023-06-28 09:49     21391,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.9/postgres-native-sqldelight-driver-0.0.9.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.8,2023-06-23 18:47     21281,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.8/postgres-native-sqldelight-driver-0.0.8.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.7,2023-01-25 11:22     21722,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.7/postgres-native-sqldelight-driver-0.0.7.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.6,2023-01-24 20:13     21722,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.6/postgres-native-sqldelight-driver-0.0.6.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.5,2022-12-04 14:10     22863,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.5/postgres-native-sqldelight-driver-0.0.5.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.4,2022-11-04 16:32     22760,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.4/postgres-native-sqldelight-driver-0.0.4.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.3,2022-10-18 10:38     20673,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.3/postgres-native-sqldelight-driver-0.0.3.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.2,2022-10-05 08:50     20416,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.2/postgres-native-sqldelight-driver-0.0.2.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.11,2023-09-18 16:51     21597,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.11/postgres-native-sqldelight-driver-0.0.11.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.10,2023-07-31 19:34     21495,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.10/postgres-native-sqldelight-driver-0.0.10.jar
,app.softwork,postgres-native-sqldelight-driver,0.0.1,2022-06-25 15:00     20548,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-driver/0.0.1/postgres-native-sqldelight-driver-0.0.1.jar
,app.softwork,postgres-native-sqldelight-dialect,0.0.9,2023-06-28 09:47     28156,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-dialect/0.0.9/postgres-native-sqldelight-dialect-0.0.9.jar
,app.softwork,postgres-native-sqldelight-dialect,0.0.8,2023-06-23 18:45     28156,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-dialect/0.0.8/postgres-native-sqldelight-dialect-0.0.8.jar
,app.softwork,postgres-native-sqldelight-dialect,0.0.7,2023-01-25 11:22     28153,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-dialect/0.0.7/postgres-native-sqldelight-dialect-0.0.7.jar
,app.softwork,postgres-native-sqldelight-dialect,0.0.5,2022-12-04 14:09    240967,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-dialect/0.0.5/postgres-native-sqldelight-dialect-0.0.5.jar
,app.softwork,postgres-native-sqldelight-dialect,0.0.4,2022-11-04 16:32    240967,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-dialect/0.0.4/postgres-native-sqldelight-dialect-0.0.4.jar
,app.softwork,postgres-native-sqldelight-dialect,0.0.3,2022-10-18 10:38    240967,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-dialect/0.0.3/postgres-native-sqldelight-dialect-0.0.3.jar
,app.softwork,postgres-native-sqldelight-dialect,0.0.2,2022-10-05 08:50    240967,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-dialect/0.0.2/postgres-native-sqldelight-dialect-0.0.2.jar
,app.softwork,postgres-native-sqldelight-dialect,0.0.11,2023-09-18 16:50     28187,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-dialect/0.0.11/postgres-native-sqldelight-dialect-0.0.11.jar
,app.softwork,postgres-native-sqldelight-dialect,0.0.10,2023-07-31 19:32     28187,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-dialect/0.0.10/postgres-native-sqldelight-dialect-0.0.10.jar
,app.softwork,postgres-native-sqldelight-dialect,0.0.1,2022-06-25 15:00    221938,,https://repo1.maven.org/maven2/app/softwork/postgres-native-sqldelight-dialect/0.0.1/postgres-native-sqldelight-dialect-0.0.1.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosx64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosx64/0.0.21/kotlinx-uuid-sqldelight-watchosx64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosx64,0.0.20,2023-05-28 07:29       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosx64/0.0.20/kotlinx-uuid-sqldelight-watchosx64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosx64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosx64/0.0.19/kotlinx-uuid-sqldelight-watchosx64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosx64,0.0.18,2023-04-05 19:02       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosx64/0.0.18/kotlinx-uuid-sqldelight-watchosx64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosx64,0.0.17,2022-09-01 13:11       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosx64/0.0.17/kotlinx-uuid-sqldelight-watchosx64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchossimulatorarm64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchossimulatorarm64/0.0.21/kotlinx-uuid-sqldelight-watchossimulatorarm64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchossimulatorarm64,0.0.20,2023-05-28 07:29       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchossimulatorarm64/0.0.20/kotlinx-uuid-sqldelight-watchossimulatorarm64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchossimulatorarm64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchossimulatorarm64/0.0.19/kotlinx-uuid-sqldelight-watchossimulatorarm64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchossimulatorarm64,0.0.18,2023-04-05 19:02       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchossimulatorarm64/0.0.18/kotlinx-uuid-sqldelight-watchossimulatorarm64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchossimulatorarm64,0.0.17,2022-09-01 13:11       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchossimulatorarm64/0.0.17/kotlinx-uuid-sqldelight-watchossimulatorarm64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosarm64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosarm64/0.0.21/kotlinx-uuid-sqldelight-watchosarm64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosarm64,0.0.20,2023-05-28 07:29       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosarm64/0.0.20/kotlinx-uuid-sqldelight-watchosarm64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosarm64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosarm64/0.0.19/kotlinx-uuid-sqldelight-watchosarm64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosarm64,0.0.18,2023-04-05 19:02       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosarm64/0.0.18/kotlinx-uuid-sqldelight-watchosarm64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosarm64,0.0.17,2022-09-01 13:11       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosarm64/0.0.17/kotlinx-uuid-sqldelight-watchosarm64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosarm32,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosarm32/0.0.21/kotlinx-uuid-sqldelight-watchosarm32-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosarm32,0.0.20,2023-05-28 07:29       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosarm32/0.0.20/kotlinx-uuid-sqldelight-watchosarm32-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosarm32,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosarm32/0.0.19/kotlinx-uuid-sqldelight-watchosarm32-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosarm32,0.0.18,2023-04-05 19:02       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosarm32/0.0.18/kotlinx-uuid-sqldelight-watchosarm32-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-watchosarm32,0.0.17,2022-09-01 13:11       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-watchosarm32/0.0.17/kotlinx-uuid-sqldelight-watchosarm32-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvosx64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvosx64/0.0.21/kotlinx-uuid-sqldelight-tvosx64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvosx64,0.0.20,2023-05-28 07:29       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvosx64/0.0.20/kotlinx-uuid-sqldelight-tvosx64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvosx64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvosx64/0.0.19/kotlinx-uuid-sqldelight-tvosx64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvosx64,0.0.18,2023-04-05 19:02       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvosx64/0.0.18/kotlinx-uuid-sqldelight-tvosx64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvosx64,0.0.17,2022-09-01 13:11       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvosx64/0.0.17/kotlinx-uuid-sqldelight-tvosx64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvossimulatorarm64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvossimulatorarm64/0.0.21/kotlinx-uuid-sqldelight-tvossimulatorarm64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvossimulatorarm64,0.0.20,2023-05-28 07:29       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvossimulatorarm64/0.0.20/kotlinx-uuid-sqldelight-tvossimulatorarm64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvossimulatorarm64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvossimulatorarm64/0.0.19/kotlinx-uuid-sqldelight-tvossimulatorarm64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvossimulatorarm64,0.0.18,2023-04-05 19:02       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvossimulatorarm64/0.0.18/kotlinx-uuid-sqldelight-tvossimulatorarm64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvossimulatorarm64,0.0.17,2022-09-01 13:11       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvossimulatorarm64/0.0.17/kotlinx-uuid-sqldelight-tvossimulatorarm64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvosarm64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvosarm64/0.0.21/kotlinx-uuid-sqldelight-tvosarm64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvosarm64,0.0.20,2023-05-28 07:29       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvosarm64/0.0.20/kotlinx-uuid-sqldelight-tvosarm64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvosarm64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvosarm64/0.0.19/kotlinx-uuid-sqldelight-tvosarm64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvosarm64,0.0.18,2023-04-05 19:02       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvosarm64/0.0.18/kotlinx-uuid-sqldelight-tvosarm64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-tvosarm64,0.0.17,2022-09-01 13:11       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-tvosarm64/0.0.17/kotlinx-uuid-sqldelight-tvosarm64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosx64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosx64/0.0.21/kotlinx-uuid-sqldelight-macosx64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosx64,0.0.20,2023-05-28 07:29       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosx64/0.0.20/kotlinx-uuid-sqldelight-macosx64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosx64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosx64/0.0.19/kotlinx-uuid-sqldelight-macosx64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosx64,0.0.18,2023-04-05 19:01       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosx64/0.0.18/kotlinx-uuid-sqldelight-macosx64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosx64,0.0.17,2022-09-01 13:11       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosx64/0.0.17/kotlinx-uuid-sqldelight-macosx64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosx64,0.0.16-sqldelight2a03,2022-07-04 12:53       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosx64/0.0.16-sqldelight2a03/kotlinx-uuid-sqldelight-macosx64-0.0.16-sqldelight2a03-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosx64,0.0.16,2022-08-25 14:01       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosx64/0.0.16/kotlinx-uuid-sqldelight-macosx64-0.0.16-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosx64,0.0.15,2022-06-09 19:05       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosx64/0.0.15/kotlinx-uuid-sqldelight-macosx64-0.0.15-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosarm64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosarm64/0.0.21/kotlinx-uuid-sqldelight-macosarm64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosarm64,0.0.20,2023-05-28 07:28       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosarm64/0.0.20/kotlinx-uuid-sqldelight-macosarm64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosarm64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosarm64/0.0.19/kotlinx-uuid-sqldelight-macosarm64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosarm64,0.0.18,2023-04-05 19:01       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosarm64/0.0.18/kotlinx-uuid-sqldelight-macosarm64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosarm64,0.0.17,2022-09-01 13:10       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosarm64/0.0.17/kotlinx-uuid-sqldelight-macosarm64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosarm64,0.0.16-sqldelight2a03,2022-07-04 12:53       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosarm64/0.0.16-sqldelight2a03/kotlinx-uuid-sqldelight-macosarm64-0.0.16-sqldelight2a03-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosarm64,0.0.16,2022-08-25 14:01       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosarm64/0.0.16/kotlinx-uuid-sqldelight-macosarm64-0.0.16-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-macosarm64,0.0.15,2022-06-09 19:05       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-macosarm64/0.0.15/kotlinx-uuid-sqldelight-macosarm64-0.0.15-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.21,2023-08-01 07:17      2930,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.21/kotlinx-uuid-sqldelight-jvm-0.0.21.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.20,2023-05-28 07:28      2933,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.20/kotlinx-uuid-sqldelight-jvm-0.0.20.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.19,2023-05-11 17:33      2933,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.19/kotlinx-uuid-sqldelight-jvm-0.0.19.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.18,2023-04-05 19:01      2933,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.18/kotlinx-uuid-sqldelight-jvm-0.0.18.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.17,2022-09-01 13:10      2924,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.17/kotlinx-uuid-sqldelight-jvm-0.0.17.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.16-sqldelight2a03,2022-07-04 12:52      2922,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.16-sqldelight2a03/kotlinx-uuid-sqldelight-jvm-0.0.16-sqldelight2a03.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.16,2022-08-25 14:01      2924,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.16/kotlinx-uuid-sqldelight-jvm-0.0.16.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.15,2022-06-09 19:05      2924,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.15/kotlinx-uuid-sqldelight-jvm-0.0.15.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.14,2022-04-13 16:59      2931,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.14/kotlinx-uuid-sqldelight-jvm-0.0.14.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.13-RC2,2022-03-30 01:43      2931,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.13-RC2/kotlinx-uuid-sqldelight-jvm-0.0.13-RC2.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.13-RC,2022-03-29 17:27      2931,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.13-RC/kotlinx-uuid-sqldelight-jvm-0.0.13-RC.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.13,2022-04-06 16:50      2931,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.13/kotlinx-uuid-sqldelight-jvm-0.0.13.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.12,2021-11-02 15:58      2924,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.12/kotlinx-uuid-sqldelight-jvm-0.0.12.jar
,app.softwork,kotlinx-uuid-sqldelight-jvm,0.0.11,2021-09-21 11:51      2924,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-jvm/0.0.11/kotlinx-uuid-sqldelight-jvm-0.0.11.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.21/kotlinx-uuid-sqldelight-iosx64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.20,2023-05-28 07:28       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.20/kotlinx-uuid-sqldelight-iosx64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.19/kotlinx-uuid-sqldelight-iosx64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.18,2023-04-05 19:01       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.18/kotlinx-uuid-sqldelight-iosx64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.17,2022-09-01 13:10       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.17/kotlinx-uuid-sqldelight-iosx64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.16-sqldelight2a03,2022-07-04 12:52       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.16-sqldelight2a03/kotlinx-uuid-sqldelight-iosx64-0.0.16-sqldelight2a03-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.16,2022-08-25 14:01       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.16/kotlinx-uuid-sqldelight-iosx64-0.0.16-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.15,2022-06-09 19:05       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.15/kotlinx-uuid-sqldelight-iosx64-0.0.15-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.14,2022-04-13 16:58       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.14/kotlinx-uuid-sqldelight-iosx64-0.0.14-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.13-RC2,2022-03-30 01:42       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.13-RC2/kotlinx-uuid-sqldelight-iosx64-0.0.13-RC2-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.13-RC,2022-03-29 17:27       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.13-RC/kotlinx-uuid-sqldelight-iosx64-0.0.13-RC-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.13,2022-04-06 16:50       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.13/kotlinx-uuid-sqldelight-iosx64-0.0.13-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.12,2021-11-02 15:57       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.12/kotlinx-uuid-sqldelight-iosx64-0.0.12-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosx64,0.0.11,2021-09-21 11:51       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosx64/0.0.11/kotlinx-uuid-sqldelight-iosx64-0.0.11-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.21/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.20,2023-05-28 07:28       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.20/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.20-metadata.jar
