,frl.driesprong,spark-stochastic-outlier-selection_2.11,0.1.0,2015-09-10 21:20     25769,,https://repo1.maven.org/maven2/frl/driesprong/spark-stochastic-outlier-selection_2.11/0.1.0/spark-stochastic-outlier-selection_2.11-0.1.0.jar
,aws.smithy.kotlin,serde-xml,0.25.1,2023-08-17 16:02       689,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.25.1/serde-xml-0.25.1.jar
,aws.smithy.kotlin,serde-xml,0.25.0,2023-08-10 22:13       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.25.0/serde-xml-0.25.0.jar
,aws.smithy.kotlin,serde-xml,0.24.0,2023-07-27 16:10     29823,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.24.0/serde-xml-0.24.0.jar
,aws.smithy.kotlin,serde-xml,0.24.0,2023-07-27 16:10       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.24.0/serde-xml-0.24.0-all.jar
,aws.smithy.kotlin,serde-xml,0.23.0,2023-07-20 16:50     29823,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.23.0/serde-xml-0.23.0.jar
,aws.smithy.kotlin,serde-xml,0.23.0,2023-07-20 16:50       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.23.0/serde-xml-0.23.0-all.jar
,aws.smithy.kotlin,serde-xml,0.22.1,2023-07-06 16:05     29390,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.22.1/serde-xml-0.22.1.jar
,aws.smithy.kotlin,serde-xml,0.22.1,2023-07-06 16:05       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.22.1/serde-xml-0.22.1-all.jar
,aws.smithy.kotlin,serde-xml,0.22.0,2023-06-29 15:48     29381,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.22.0/serde-xml-0.22.0.jar
,aws.smithy.kotlin,serde-xml,0.22.0,2023-06-29 15:48       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.22.0/serde-xml-0.22.0-all.jar
,aws.smithy.kotlin,serde-xml,0.21.3,2023-06-19 14:26     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.21.3/serde-xml-0.21.3.jar
,aws.smithy.kotlin,serde-xml,0.21.3,2023-06-19 14:26       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.21.3/serde-xml-0.21.3-all.jar
,aws.smithy.kotlin,serde-xml,0.21.2,2023-06-08 19:34     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.21.2/serde-xml-0.21.2.jar
,aws.smithy.kotlin,serde-xml,0.21.2,2023-06-08 19:34       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.21.2/serde-xml-0.21.2-all.jar
,aws.smithy.kotlin,serde-xml,0.21.1,2023-06-01 16:04     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.21.1/serde-xml-0.21.1.jar
,aws.smithy.kotlin,serde-xml,0.21.1,2023-06-01 16:04       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.21.1/serde-xml-0.21.1-all.jar
,aws.smithy.kotlin,serde-xml,0.21.0,2023-05-25 15:51     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.21.0/serde-xml-0.21.0.jar
,aws.smithy.kotlin,serde-xml,0.21.0,2023-05-25 15:51       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.21.0/serde-xml-0.21.0-all.jar
,aws.smithy.kotlin,serde-xml,0.20.0,2023-05-18 17:26     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.20.0/serde-xml-0.20.0.jar
,aws.smithy.kotlin,serde-xml,0.20.0,2023-05-18 17:26       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.20.0/serde-xml-0.20.0-all.jar
,aws.smithy.kotlin,serde-xml,0.19.0,2023-05-12 19:19     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.19.0/serde-xml-0.19.0.jar
,aws.smithy.kotlin,serde-xml,0.19.0,2023-05-12 19:19       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.19.0/serde-xml-0.19.0-all.jar
,aws.smithy.kotlin,serde-xml,0.18.0,2023-05-04 16:42     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.18.0/serde-xml-0.18.0.jar
,aws.smithy.kotlin,serde-xml,0.18.0,2023-05-04 16:42       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.18.0/serde-xml-0.18.0-all.jar
,aws.smithy.kotlin,serde-xml,0.17.4,2023-04-27 16:24     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.17.4/serde-xml-0.17.4.jar
,aws.smithy.kotlin,serde-xml,0.17.4,2023-04-27 16:24       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.17.4/serde-xml-0.17.4-all.jar
,aws.smithy.kotlin,serde-xml,0.17.3,2023-04-20 20:36     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.17.3/serde-xml-0.17.3.jar
,aws.smithy.kotlin,serde-xml,0.17.3,2023-04-20 20:36       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.17.3/serde-xml-0.17.3-all.jar
,aws.smithy.kotlin,serde-xml,0.17.2,2023-04-20 17:16     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.17.2/serde-xml-0.17.2.jar
,aws.smithy.kotlin,serde-xml,0.17.2,2023-04-20 17:16       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.17.2/serde-xml-0.17.2-all.jar
,aws.smithy.kotlin,serde-xml,0.17.1,2023-04-13 19:59     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.17.1/serde-xml-0.17.1.jar
,aws.smithy.kotlin,serde-xml,0.17.1,2023-04-13 19:59       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.17.1/serde-xml-0.17.1-all.jar
,aws.smithy.kotlin,serde-xml,0.17.0,2023-04-13 15:51     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.17.0/serde-xml-0.17.0.jar
,aws.smithy.kotlin,serde-xml,0.17.0,2023-04-13 15:51       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.17.0/serde-xml-0.17.0-all.jar
,aws.smithy.kotlin,serde-xml,0.16.6,2023-04-06 15:48     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.6/serde-xml-0.16.6.jar
,aws.smithy.kotlin,serde-xml,0.16.6,2023-04-06 15:48       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.6/serde-xml-0.16.6-all.jar
,aws.smithy.kotlin,serde-xml,0.16.5,2023-03-30 16:17     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.5/serde-xml-0.16.5.jar
,aws.smithy.kotlin,serde-xml,0.16.5,2023-03-30 16:17       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.5/serde-xml-0.16.5-all.jar
,aws.smithy.kotlin,serde-xml,0.16.4,2023-03-16 16:36     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.4/serde-xml-0.16.4.jar
,aws.smithy.kotlin,serde-xml,0.16.4,2023-03-16 16:36       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.4/serde-xml-0.16.4-all.jar
,aws.smithy.kotlin,serde-xml,0.16.3,2023-03-09 19:10     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.3/serde-xml-0.16.3.jar
,aws.smithy.kotlin,serde-xml,0.16.3,2023-03-09 19:10       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.3/serde-xml-0.16.3-all.jar
,aws.smithy.kotlin,serde-xml,0.16.2,2023-03-02 18:29     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.2/serde-xml-0.16.2.jar
,aws.smithy.kotlin,serde-xml,0.16.2,2023-03-02 18:29       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.2/serde-xml-0.16.2-all.jar
,aws.smithy.kotlin,serde-xml,0.16.1,2023-03-02 18:06     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.1/serde-xml-0.16.1.jar
,aws.smithy.kotlin,serde-xml,0.16.1,2023-03-02 18:06       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.1/serde-xml-0.16.1-all.jar
,aws.smithy.kotlin,serde-xml,0.16.0,2023-02-23 18:46     29080,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.0/serde-xml-0.16.0.jar
,aws.smithy.kotlin,serde-xml,0.16.0,2023-02-23 18:46       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.16.0/serde-xml-0.16.0-all.jar
,aws.smithy.kotlin,serde-xml,0.15.3,2023-02-16 18:46     29045,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.15.3/serde-xml-0.15.3.jar
,aws.smithy.kotlin,serde-xml,0.15.3,2023-02-16 18:46       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.15.3/serde-xml-0.15.3-all.jar
,aws.smithy.kotlin,serde-xml,0.15.2,2023-02-09 22:08     29045,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.15.2/serde-xml-0.15.2.jar
,aws.smithy.kotlin,serde-xml,0.15.2,2023-02-09 22:08       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.15.2/serde-xml-0.15.2-all.jar
,aws.smithy.kotlin,serde-xml,0.15.1,2023-02-02 15:40     29045,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.15.1/serde-xml-0.15.1.jar
,aws.smithy.kotlin,serde-xml,0.15.1,2023-02-02 15:40       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.15.1/serde-xml-0.15.1-all.jar
,aws.smithy.kotlin,serde-xml,0.15.0,2023-01-27 18:48     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.15.0/serde-xml-0.15.0.jar
,aws.smithy.kotlin,serde-xml,0.15.0,2023-01-27 18:48       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.15.0/serde-xml-0.15.0-all.jar
,aws.smithy.kotlin,serde-xml,0.14.3,2023-01-12 18:25     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.14.3/serde-xml-0.14.3.jar
,aws.smithy.kotlin,serde-xml,0.14.3,2023-01-12 18:25       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.14.3/serde-xml-0.14.3-all.jar
,aws.smithy.kotlin,serde-xml,0.14.2,2022-12-22 18:11     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.14.2/serde-xml-0.14.2.jar
,aws.smithy.kotlin,serde-xml,0.14.2,2022-12-22 18:11       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.14.2/serde-xml-0.14.2-all.jar
,aws.smithy.kotlin,serde-xml,0.14.1,2022-12-15 18:10     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.14.1/serde-xml-0.14.1.jar
,aws.smithy.kotlin,serde-xml,0.14.1,2022-12-15 18:10       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.14.1/serde-xml-0.14.1-all.jar
,aws.smithy.kotlin,serde-xml,0.14.0,2022-12-01 17:06     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.14.0/serde-xml-0.14.0.jar
,aws.smithy.kotlin,serde-xml,0.14.0,2022-12-01 17:06       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.14.0/serde-xml-0.14.0-all.jar
,aws.smithy.kotlin,serde-xml,0.13.1,2022-11-23 15:12     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.13.1/serde-xml-0.13.1.jar
,aws.smithy.kotlin,serde-xml,0.13.1,2022-11-23 15:12       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.13.1/serde-xml-0.13.1-all.jar
,aws.smithy.kotlin,serde-xml,0.13.0,2022-11-22 17:32     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.13.0/serde-xml-0.13.0.jar
,aws.smithy.kotlin,serde-xml,0.13.0,2022-11-22 17:32       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.13.0/serde-xml-0.13.0-all.jar
,aws.smithy.kotlin,serde-xml,0.12.9,2022-10-13 17:19     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.9/serde-xml-0.12.9.jar
,aws.smithy.kotlin,serde-xml,0.12.9,2022-10-13 17:19       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.9/serde-xml-0.12.9-all.jar
,aws.smithy.kotlin,serde-xml,0.12.8,2022-10-03 14:41       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.8/serde-xml-0.12.8.jar
,aws.smithy.kotlin,serde-xml,0.12.7,2022-09-29 19:54       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.7/serde-xml-0.12.7.jar
,aws.smithy.kotlin,serde-xml,0.12.6,2022-09-19 16:27       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.6/serde-xml-0.12.6.jar
,aws.smithy.kotlin,serde-xml,0.12.5,2022-08-18 21:48       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.5/serde-xml-0.12.5.jar
,aws.smithy.kotlin,serde-xml,0.12.4,2022-08-11 18:19       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.4/serde-xml-0.12.4.jar
,aws.smithy.kotlin,serde-xml,0.12.2,2022-08-04 16:07       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.2/serde-xml-0.12.2.jar
,aws.smithy.kotlin,serde-xml,0.12.13,2022-11-15 19:15     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.13/serde-xml-0.12.13.jar
,aws.smithy.kotlin,serde-xml,0.12.13,2022-11-15 19:15       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.13/serde-xml-0.12.13-all.jar
,aws.smithy.kotlin,serde-xml,0.12.12,2022-11-10 17:57     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.12/serde-xml-0.12.12.jar
,aws.smithy.kotlin,serde-xml,0.12.12,2022-11-10 17:57       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.12/serde-xml-0.12.12-all.jar
,aws.smithy.kotlin,serde-xml,0.12.11,2022-11-03 16:36     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.11/serde-xml-0.12.11.jar
,aws.smithy.kotlin,serde-xml,0.12.11,2022-11-03 16:36       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.11/serde-xml-0.12.11-all.jar
,aws.smithy.kotlin,serde-xml,0.12.10,2022-10-27 16:00     29063,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.10/serde-xml-0.12.10.jar
,aws.smithy.kotlin,serde-xml,0.12.10,2022-10-27 16:00       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.10/serde-xml-0.12.10-all.jar
,aws.smithy.kotlin,serde-xml,0.12.1,2022-07-21 18:04       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.1/serde-xml-0.12.1.jar
,aws.smithy.kotlin,serde-xml,0.12.0,2022-07-14 18:48       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.12.0/serde-xml-0.12.0.jar
,aws.smithy.kotlin,serde-xml,0.11.2,2022-07-08 16:39       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.11.2/serde-xml-0.11.2.jar
,aws.smithy.kotlin,serde-xml,0.11.1,2022-07-01 14:38       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.11.1/serde-xml-0.11.1.jar
,aws.smithy.kotlin,serde-xml,0.11.0,2022-06-23 18:38       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.11.0/serde-xml-0.11.0.jar
,aws.smithy.kotlin,serde-xml,0.10.2,2022-06-09 18:46       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.10.2/serde-xml-0.10.2.jar
,aws.smithy.kotlin,serde-xml,0.10.1,2022-06-02 18:35       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.10.1/serde-xml-0.10.1.jar
,aws.smithy.kotlin,serde-xml,0.10.0,2022-05-24 17:22       666,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-xml/0.10.0/serde-xml-0.10.0.jar
,aws.smithy.kotlin,serde-jvm,0.9.2,2022-05-19 16:53     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.9.2/serde-jvm-0.9.2.jar
,aws.smithy.kotlin,serde-jvm,0.9.1,2022-05-13 18:08     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.9.1/serde-jvm-0.9.1.jar
,aws.smithy.kotlin,serde-jvm,0.9.0,2022-04-29 17:37     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.9.0/serde-jvm-0.9.0.jar
,aws.smithy.kotlin,serde-jvm,0.8.5,2022-04-21 19:48     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.8.5/serde-jvm-0.8.5.jar
,aws.smithy.kotlin,serde-jvm,0.8.4,2022-04-21 18:23     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.8.4/serde-jvm-0.8.4.jar
,aws.smithy.kotlin,serde-jvm,0.8.3,2022-04-14 18:18     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.8.3/serde-jvm-0.8.3.jar
,aws.smithy.kotlin,serde-jvm,0.8.2,2022-04-07 18:18     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.8.2/serde-jvm-0.8.2.jar
,aws.smithy.kotlin,serde-jvm,0.8.1,2022-03-31 20:38     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.8.1/serde-jvm-0.8.1.jar
,aws.smithy.kotlin,serde-jvm,0.8.0,2022-03-24 21:24     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.8.0/serde-jvm-0.8.0.jar
,aws.smithy.kotlin,serde-jvm,0.7.8,2022-02-17 21:58     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.7.8/serde-jvm-0.7.8.jar
,aws.smithy.kotlin,serde-jvm,0.7.7,2022-02-04 19:41     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.7.7/serde-jvm-0.7.7.jar
,aws.smithy.kotlin,serde-jvm,0.7.6,2022-01-13 18:53     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.7.6/serde-jvm-0.7.6.jar
,aws.smithy.kotlin,serde-jvm,0.7.5,2022-01-06 21:44     41606,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.7.5/serde-jvm-0.7.5.jar
,aws.smithy.kotlin,serde-jvm,0.7.4-beta,2021-12-09 21:03     41464,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.7.4-beta/serde-jvm-0.7.4-beta.jar
,aws.smithy.kotlin,serde-jvm,0.7.3-beta,2021-12-02 05:32     41464,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.7.3-beta/serde-jvm-0.7.3-beta.jar
,aws.smithy.kotlin,serde-jvm,0.7.2-alpha,2021-11-19 19:17     41464,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.7.2-alpha/serde-jvm-0.7.2-alpha.jar
,aws.smithy.kotlin,serde-jvm,0.7.1-alpha,2021-11-04 19:46     46548,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.7.1-alpha/serde-jvm-0.7.1-alpha.jar
,aws.smithy.kotlin,serde-jvm,0.7.0-alpha,2021-10-28 20:44     46548,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.7.0-alpha/serde-jvm-0.7.0-alpha.jar
,aws.smithy.kotlin,serde-jvm,0.6.0-alpha,2021-10-21 21:03     46548,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.6.0-alpha/serde-jvm-0.6.0-alpha.jar
,aws.smithy.kotlin,serde-jvm,0.5.1-alpha,2021-10-14 20:25     46548,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.5.1-alpha/serde-jvm-0.5.1-alpha.jar
,aws.smithy.kotlin,serde-jvm,0.5.0-alpha,2021-10-07 21:21     46548,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.5.0-alpha/serde-jvm-0.5.0-alpha.jar
,aws.smithy.kotlin,serde-jvm,0.4.1-alpha,2021-09-29 20:05     46548,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.4.1-alpha/serde-jvm-0.4.1-alpha.jar
,aws.smithy.kotlin,serde-jvm,0.4.0-alpha,2021-08-26 19:31     46376,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.4.0-alpha/serde-jvm-0.4.0-alpha.jar
,aws.smithy.kotlin,serde-jvm,0.27.7,2023-10-12 16:38     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.27.7/serde-jvm-0.27.7.jar
,aws.smithy.kotlin,serde-jvm,0.27.6,2023-10-06 17:17     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.27.6/serde-jvm-0.27.6.jar
,aws.smithy.kotlin,serde-jvm,0.27.5,2023-09-28 17:25     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.27.5/serde-jvm-0.27.5.jar
,aws.smithy.kotlin,serde-jvm,0.27.4,2023-09-15 14:44     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.27.4/serde-jvm-0.27.4.jar
,aws.smithy.kotlin,serde-jvm,0.27.3,2023-09-08 19:21     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.27.3/serde-jvm-0.27.3.jar
,aws.smithy.kotlin,serde-jvm,0.27.2,2023-09-01 16:06     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.27.2/serde-jvm-0.27.2.jar
,aws.smithy.kotlin,serde-jvm,0.27.1,2023-08-31 18:34     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.27.1/serde-jvm-0.27.1.jar
,aws.smithy.kotlin,serde-jvm,0.27.0,2023-08-31 16:29     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.27.0/serde-jvm-0.27.0.jar
,aws.smithy.kotlin,serde-jvm,0.26.0,2023-08-24 17:52     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.26.0/serde-jvm-0.26.0.jar
,aws.smithy.kotlin,serde-jvm,0.25.1,2023-08-17 16:02     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.25.1/serde-jvm-0.25.1.jar
,aws.smithy.kotlin,serde-jvm,0.25.0,2023-08-10 22:12     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.25.0/serde-jvm-0.25.0.jar
,aws.smithy.kotlin,serde-jvm,0.24.0,2023-07-27 16:10     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.24.0/serde-jvm-0.24.0.jar
,aws.smithy.kotlin,serde-jvm,0.23.0,2023-07-20 16:49     44481,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.23.0/serde-jvm-0.23.0.jar
,aws.smithy.kotlin,serde-jvm,0.22.1,2023-07-06 16:05     43803,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.22.1/serde-jvm-0.22.1.jar
,aws.smithy.kotlin,serde-jvm,0.22.0,2023-06-29 15:47     43803,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.22.0/serde-jvm-0.22.0.jar
,aws.smithy.kotlin,serde-jvm,0.21.3,2023-06-19 14:25     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.21.3/serde-jvm-0.21.3.jar
,aws.smithy.kotlin,serde-jvm,0.21.2,2023-06-08 19:33     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.21.2/serde-jvm-0.21.2.jar
,aws.smithy.kotlin,serde-jvm,0.21.1,2023-06-01 16:03     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.21.1/serde-jvm-0.21.1.jar
,aws.smithy.kotlin,serde-jvm,0.21.0,2023-05-25 15:50     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.21.0/serde-jvm-0.21.0.jar
,aws.smithy.kotlin,serde-jvm,0.20.0,2023-05-18 17:26     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.20.0/serde-jvm-0.20.0.jar
,aws.smithy.kotlin,serde-jvm,0.19.0,2023-05-12 19:18     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.19.0/serde-jvm-0.19.0.jar
,aws.smithy.kotlin,serde-jvm,0.18.0,2023-05-04 16:41     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.18.0/serde-jvm-0.18.0.jar
,aws.smithy.kotlin,serde-jvm,0.17.4,2023-04-27 16:23     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.17.4/serde-jvm-0.17.4.jar
,aws.smithy.kotlin,serde-jvm,0.17.3,2023-04-20 20:35     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.17.3/serde-jvm-0.17.3.jar
,aws.smithy.kotlin,serde-jvm,0.17.2,2023-04-20 17:16     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.17.2/serde-jvm-0.17.2.jar
,aws.smithy.kotlin,serde-jvm,0.17.1,2023-04-13 19:58     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.17.1/serde-jvm-0.17.1.jar
,aws.smithy.kotlin,serde-jvm,0.17.0,2023-04-13 15:50     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.17.0/serde-jvm-0.17.0.jar
,aws.smithy.kotlin,serde-jvm,0.16.6,2023-04-06 15:48     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.16.6/serde-jvm-0.16.6.jar
,aws.smithy.kotlin,serde-jvm,0.16.5,2023-03-30 16:16     43490,,https://repo1.maven.org/maven2/aws/smithy/kotlin/serde-jvm/0.16.5/serde-jvm-0.16.5.jar
